XCoord,YCoord,FID,ADDRESS,HERITAGE_D,BUILDING_N
-83.01219875,42.31726570,238,967 Windermere Rd,Heritage Register: Listed,House
-83.01204476,42.31797974,239,936 Windermere Rd,Heritage Register: Listed,Charles Porter House
-83.01277970,42.31815552,240,917 Windermere Rd,Heritage Register: Listed,House
-83.01292764,42.31839348,241,905 Windermere Rd,Heritage Register: Listed,House
-83.01315629,42.31875104,242,897 Windermere Rd,Heritage Register: Listed,Chalmers United Ch./1st Presbyterian Walkerville
-83.01391720,42.32089606,243,730 Windermere Rd,Heritage Register: Listed,E. Hamilton Collins House
-83.00838868,42.31779540,244,2094 Willistead Cres,Heritage Register: Listed,House
-83.00772563,42.31801244,245,2080 Willistead Cres,Heritage Register: Listed,C.W. Isaacs House
-83.00794593,42.31855635,246,2077 Willistead Cres,Heritage Register: Designated,Dr. Roy J. Coyle House
-83.00745812,42.31811875,247,2072 Willistead Cres,Heritage Register: Listed,R.E. Holmes House
-83.00786224,42.31961054,248,2038 Willistead Cres,Heritage Register: Listed,C.E. Platt House
-83.00818361,42.31950532,249,2032 Willistead Cres,Heritage Register: Listed,T.A. McCormick House
-83.00840101,42.31942268,250,2026 Willistead Cres,Heritage Register: Listed,C.D. Brown House
-83.00815434,42.31891467,251,2025 Willistead Cres,Heritage Register: Listed,A.E. Thompson House
-83.00864514,42.31934534,252,2020 Willistead Cres,Heritage Register: Listed,Mayor R.L. Daniels House
-83.00839963,42.31883217,253,2019 Willistead Cres,Heritage Register: Listed,C.A. Lanspeary House
-83.00908391,42.31919391,254,2008 Willistead Cres,Heritage Register: Listed,E.C. Griggs House
-83.00889059,42.31866628,255,2005 Willistead Cres,Heritage Register: Listed,C.A. Chilver House
-83.00927822,42.31912722,256,2002 Willistead Cres,Heritage Register: Listed,Andrew Walker Reid House
-83.00786929,42.32250897,257,777 Walker Rd,Heritage Register: Listed,Semi-Detached House
-83.00790657,42.32257686,258,769 Walker Rd,Heritage Register: Listed,Semi-Detached House
-83.00822612,42.32306682,259,715 Walker Rd,Heritage Register: Designated,Semi-Detached House
-83.00859112,42.32462855,260,530 Walker Rd,Heritage Register: Listed,Standard Printing
-83.02512989,42.29293016,261,2284 Victoria Ave,Heritage Register: Listed,House
-83.02522402,42.29306769,262,2276 Victoria Ave,Heritage Register: Listed,House
-83.02560399,42.29365968,263,2242 Victoria Ave,Heritage Register: Listed,House
-83.02651450,42.29386591,264,2215 Victoria Ave,Heritage Register: Listed,House
-83.02662730,42.29406830,265,2203 Victoria Ave,Heritage Register: Listed,House
-83.02619119,42.29455443,266,2196 Victoria Ave,Heritage Register: Listed,House
-83.02686771,42.29443230,267,2189 Victoria Ave,Heritage Register: Listed,House
-83.02646392,42.29499891,268,2168 Victoria Ave,Heritage Register: Listed,House
-83.02657716,42.29514849,269,2158 Victoria Ave,Heritage Register: Listed,House
-83.02676357,42.29544261,270,2138 Victoria Ave,Heritage Register: Listed,House
-83.02852608,42.29689664,271,1617-19 Victoria Ave,Heritage Register: Listed,Duplex
-83.03093812,42.30223111,272,1376 Victoria Ave,Heritage Register: Listed,Victoria School
-83.03362253,42.30486909,273,1185-93 Victoria Ave,Heritage Register: Listed,W.A. Watts-Emery House
-83.03635828,42.30904112,274,951-53 Victoria Ave,Heritage Register: Listed,Thistle-McHugh House
-83.03611082,42.30998572,275,902 Victoria Ave,Heritage Register: Listed,F.V. Wonnall House
-83.03682924,42.30977233,276,899 Victoria Ave,Heritage Register: Listed,W.J. Willoughby House
-83.03622049,42.31013496,277,890 Victoria Ave,Heritage Register: Listed,Edward C. Kenning House
-83.03638842,42.31043444,278,860 Victoria Ave,Heritage Register: Listed,Brown House
-83.03648947,42.31059641,279,850 Victoria Ave,Heritage Register: Listed,W.R. Campbell House
-83.03721537,42.31038547,280,849 Victoria Ave,Heritage Register: Listed,Black-Taylor House
-83.03658858,42.31072919,281,838 Victoria Ave,Heritage Register: Listed,James H. Kenning House
-83.03728878,42.31049552,282,837 Victoria Ave,Heritage Register: Listed,House
-83.03738566,42.31062527,283,825 Victoria Ave,Heritage Register: Designated,Frederick Allworth House
-83.03679393,42.31103723,284,806 Victoria Ave,Heritage Register: Listed,Clarke-Bowlby House
-83.03768180,42.31108773,285,801 Victoria Ave,Heritage Register: Listed,William C. Kennedy House
-83.03706142,42.31135506,286,782 Victoria Ave,Heritage Register: Listed,Copeland House
-83.03709948,42.31150576,287,772 Victoria Ave,Heritage Register: Listed,Richard Beasley House
-83.03740276,42.31203655,288,728 Victoria Ave,Heritage Register: Listed,Thomas Wrong House
-83.03747352,42.31212575,289,718 Victoria Ave,Heritage Register: Listed,David Eagle House
-83.03757039,42.31225500,290,706 Victoria Ave,Heritage Register: Listed,Taylor House
-83.03830081,42.31210173,291,697 Victoria Ave,Heritage Register: Listed,Revell House
-83.03838246,42.31221778,292,685 Victoria Ave,Heritage Register: Listed,Bauer House
-83.03845981,42.31232766,293,677 Victoria Ave,Heritage Register: Listed,Robert Sutherland House
-83.03806080,42.31301727,294,640 Victoria Ave,Heritage Register: Listed,Emery House
-83.03875906,42.31407721,295,548 Victoria Ave,Heritage Register: Listed,House
-83.03891229,42.31436873,296,518 Victoria Ave,Heritage Register: Listed,House now Commercial
-83.04053440,42.31553171,297,405 Victoria Ave,Heritage Register: Listed,St. Andrew's Presbyterian Church
-83.04110594,42.31644757,298,345 Victoria Ave,Heritage Register: Listed,Sutherland-Sheppard House
-83.05495182,42.31262911,299,1385 University Ave W,Heritage Register: Listed,Church of the Ascension
-83.05325661,42.31437949,300,1200-20 University Ave W,Heritage Register: Listed,S.W.&A. Car Barns
-83.05247097,42.31411774,301,1100 University Ave W,Heritage Register: Listed,Government of Canada Bldg.
-83.03985878,42.31758067,302,52-98 University Ave W,Heritage Register: Listed,Bartlet Bldg.
-82.97161774,42.32924241,303,264 Thompson Blvd,Heritage Register: Listed,House
-82.97227541,42.33029038,304,232 Thompson Blvd,Heritage Register: Listed,House
-82.97337672,42.33051416,305,215 Thompson Blvd,Heritage Register: Listed,House
-82.99671386,42.30216651,306,2000 Tecumseh Rd E,Heritage Register: Listed,St. Vladimir Ukrainian Orthodox Cathedral
-83.01826624,42.29696430,307,441 Tecumseh Rd E,Heritage Register: Listed,Guppy/Commerce/Catholic Central High School
-83.02072021,42.29560043,308,245 Tecumseh Rd E,Heritage Register: Listed,W.C. Kennedy High School
-82.99336595,42.31227112,309,2895 Seminole St,Heritage Register: Designated,Descent of the Holy Ghost Church
-83.07959844,42.29607471,310,3474 Sandwich St,Heritage Register: Listed,Richard Pollard House
-83.07811957,42.29725414,311,3403 Sandwich St,Heritage Register: Listed,House
-83.07805662,42.29897948,312,3340 Sandwich St,Heritage Register: Designated,Bedford United Church
-82.95340978,42.32981099,313,891 St. Rose Ave,Heritage Register: Designated,St. Rose of Lima Church
-83.01123677,42.32050277,314,1948 St. Mary's Gate,Heritage Register: Listed,Harrington E. Walker House & Garage
-82.95822600,42.32893505,315,883 St. Mary's Blvd,Heritage Register: Listed,T.A. Janisse House
-83.07654304,42.30296566,316,3177 Russell St,Heritage Register: Listed,House
-82.98609413,42.32639824,317,248 Rossini Blvd,Heritage Register: Listed,House
-82.98681705,42.32614082,318,247 Rossini Blvd,Heritage Register: Listed,House
-83.06456610,42.31215633,319,2161 Riverside Dr W,Heritage Register: Designated,Ross-Struthers House
-83.06385975,42.31266183,320,2081 Riverside Dr W,Heritage Register: Listed,Cpt. J. Carney House
-83.05391659,42.31652880,321,1121-63 Riverside Dr W,Heritage Register: Listed,Terrace
-82.90620252,42.33523739,322,11382 Riverside Dr E,Heritage Register: Listed,House
-82.92107992,42.33914971,323,10150 Riverside Dr E,Heritage Register: Listed,Monarch Liqueurs / W.L. Webster Mfg. Ltd.
-82.94110246,42.34212109,324,8490 Riverside Dr E,Heritage Register: Listed,House
-82.94608202,42.34225926,325,8150 Riverside Dr E,Heritage Register: Listed,House
-82.95204064,42.33489491,326,7341 Riverside Dr E,Heritage Register: Listed,House
-82.95394373,42.33308184,327,7075 Riverside Dr E,Heritage Register: Listed,Leandre St. Louis House
-82.95853913,42.33352996,328,6660 Riverside Dr E,Heritage Register: Listed,James Barth House
-82.95879904,42.33347955,329,6630 Riverside Dr E,Heritage Register: Listed,Norman McCormick House
-82.95925079,42.33153763,330,6515 Riverside Dr E,Heritage Register: Listed,Crassweller House
-82.96046743,42.33144131,331,6425 Riverside Dr E,Heritage Register: Listed,Sen. William T. McGraw House
-82.96101803,42.33160380,332,6405 Riverside Dr E,Heritage Register: Listed,Pierre Belleperche House
-82.96352964,42.33165678,333,6213 Riverside Dr E,Heritage Register: Listed,Ulysses G. Reaume House
-82.96406048,42.33161287,334,6185 Riverside Dr E,Heritage Register: Listed,Patrice Reaume House
-82.96619749,42.33165205,335,6015 Riverside Dr E,Heritage Register: Listed,U.R. Loranger House
-82.96786967,42.33149049,336,5885 Riverside Dr E,Heritage Register: Listed,Morris House
-82.96840822,42.33243292,337,5880 Riverside Dr E,Heritage Register: Listed,Clifford Hatch-John McCabe House
-82.96859183,42.33239917,338,5860 Riverside Dr E,Heritage Register: Listed,House
-82.96878427,42.33237236,339,5840 Riverside Dr E,Heritage Register: Listed,House
-82.97060771,42.33129126,340,5635 Riverside Dr E,Heritage Register: Listed,Euclid Joinville House / St. Louis Farmlot
-82.97174168,42.33195146,341,5590 Riverside Dr E,Heritage Register: Listed,Crittenden House
-82.97501391,42.33053543,342,5265 Riverside Dr E,Heritage Register: Listed,George Janisse House
-82.98209212,42.32758529,343,4569 Riverside Dr E,Heritage Register: Listed,Barnabe Janisse House
-82.98421194,42.32715542,344,4385 Riverside Dr E,Heritage Register: Listed,House
-82.98468810,42.32706386,345,4347 Riverside Dr E,Heritage Register: Listed,House
-82.98494545,42.32701373,346,4337 Riverside Dr E,Heritage Register: Listed,House
-82.98570905,42.32690937,347,4283 Riverside Dr E,Heritage Register: Listed,Parent House
-82.98647503,42.32681793,348,4221 Riverside Dr E,Heritage Register: Listed,Charles J. Montreuil House
-82.98715579,42.32681812,349,4187 Riverside Dr E,Heritage Register: Designated,Montreuil-Buckland-Vichos House
-82.98768573,42.32773510,350,4182 Riverside Dr E,Heritage Register: Listed,House
-82.98777723,42.32770677,351,4162 Riverside Dr E,Heritage Register: Listed,House
-82.98741129,42.32675138,352,4147 Riverside Dr E,Heritage Register: Listed,Edmund C. Poisson House
-82.99715501,42.32695189,353,3404 Riverside Dr E,Heritage Register: Listed,Cruickshank House & Garage
-82.99737698,42.32693677,354,3368 Riverside Dr E,Heritage Register: Listed,Charles Pratt House
-82.99761187,42.32693080,355,3336 Riverside Dr E,Heritage Register: Listed,Damase Pratt House
-83.00243159,42.32612490,356,2879 Riverside Dr E,Heritage Register: Designated,Our Lady of the Rosary Church
-83.01618195,42.32506418,357,1755-85 Riverside Dr E,Heritage Register: Listed,Grier Apartments
-83.01745946,42.32493243,358,1647 Riverside Dr E,Heritage Register: Listed,House
-83.01818839,42.32487195,359,1579 Riverside Dr E,Heritage Register: Listed,House
-83.02957060,42.32162359,360,711 Riverside Dr E,Heritage Register: Listed,Commercial Bldg.
-83.00694047,42.31719562,361,2100 Richmond St,Heritage Register: Listed,Walkerville High School
-83.00810374,42.31603459,362,1941 Richmond St,Heritage Register: Listed,Dr. Peter A. Dewar House
-83.00896822,42.31572749,363,1857 Richmond St,Heritage Register: Listed,Edgewood - Wallace Campbell House
-83.06393788,42.31122397,364,218 Randolph Pl,Heritage Register: Listed,House
-83.06471087,42.31114522,365,205 Randolph Pl,Heritage Register: Listed,Eugene Baby House
-82.99729728,42.32551953,366,243 Pratt Pl,Heritage Register: Listed,House
-82.97825018,42.32270050,367,973 Pillette Rd,Heritage Register: Listed,St. Paul's United Church
-82.98030896,42.32705688,368,270 Pillette Rd,Heritage Register: Listed,Joseph Reaume House
-83.07547958,42.29854027,369,3327 Peter St,Heritage Register: Listed,Israel Splitlog House
-83.07392187,42.30106346,370,3215 Peter St,Heritage Register: Listed,Vickers-Gray House
-83.03123957,42.30334352,371,1307 Pelissier St / 107 Montrose St,Heritage Register: Listed,House
-83.03464623,42.30941241,372,962 Pelissier St,Heritage Register: Listed,Phoenix Apartments
-83.04028814,42.31751446,373,267 Pelissier St,Heritage Register: Listed,Security Bldg.
-82.96254010,42.32901809,374,833 Patrice Dr,Heritage Register: Listed,G.G. Kew House
-83.04129097,42.31593738,375,280 Park St W,Heritage Register: Listed,Royal Windsor Apartments
-83.02574567,42.32104385,376,303 Parent Ave,Heritage Register: Listed,House
-83.03651690,42.31648296,377,85 Park St E,Heritage Register: Listed,St. Alphonsus Church
-83.03426738,42.31129377,378,850 Ouellette Ave,Heritage Register: Listed,Windsor Public Library - Main
-83.02568855,42.29784718,379,1616 Ouellette Ave,Heritage Register: Listed,Windsor Court Apartments
-83.02885157,42.30276428,380,1382 Ouellette Ave,Heritage Register: Listed,Ambassador Apartments
-83.02932022,42.30352893,381,1338 Ouellette Ave,Heritage Register: Listed,Casa del Mara Apartments
-83.02989224,42.30410583,382,1304 Ouellette Ave,Heritage Register: Listed,House
-83.03108523,42.30626074,383,1164 Ouellette Ave,Heritage Register: Listed,Kensington Manor Apartments
-83.03252362,42.30639197,384,1139 Ouellette Ave,Heritage Register: Listed,Janisse Bros. Funeral Home - Leo Page House
-83.03538895,42.31112684,385,841 Ouellette Ave,Heritage Register: Listed,J.D. Arthur Deziel House
-83.03604049,42.31190325,386,787 Ouellette Ave,Heritage Register: Listed,Windsor Utilities Comm. Office Bldg.
-83.03616323,42.31379849,387,628 Ouellette Ave,Heritage Register: Listed,Central United Church
-83.03768269,42.31492829,388,507-19 Ouellette Ave,Heritage Register: Listed,Pascoe Bldg.
-83.03784715,42.31510851,389,493 Ouellette Ave,Heritage Register: Listed,Lazare's Furs Building and Sign.
-83.03829203,42.31689017,390,374 Ouellette Ave,Heritage Register: Designated,Canada Bldg.
-83.03947379,42.31764227,391,285 Ouellette Ave,Heritage Register: Listed,Imperial Bank of Canada
-83.03990568,42.31845259,392,185 Ouellette Ave.,Heritage Register: Designated,Federal Bldg./Dominion Public Bldg./Paul Martin
-83.00691157,42.31135320,393,1799 Ottawa St,Heritage Register: Listed,King George School now École L'Envolée
-83.00613990,42.31471454,394,2021 Ontario St,Heritage Register: Designated,Low-Martin House / Devonshire Lodge
-83.00682048,42.31450663,395,1989 Ontario St,Heritage Register: Listed,House
-83.00697696,42.31444512,396,1975 Ontario St,Heritage Register: Listed,House
-83.00714974,42.31437721,397,1945 Ontario St,Heritage Register: Listed,House
-83.00732268,42.31431419,398,1929 Ontario St,Heritage Register: Listed,House
-83.00805966,42.31416280,399,1875 Ontario St,Heritage Register: Listed,Pat Sturn House
-83.04998922,42.31228232,400,435 Oak St,Heritage Register: Listed,House
-82.96774190,42.30961967,401,1991 Norman Rd,Heritage Register: Listed,St. Therese Church
-83.03198507,42.27731891,402,1320 Northwood St,Heritage Register: Listed,Windsor Mosque
-83.00832954,42.31989335,403,2131 Niagara St,Heritage Register: Listed,House
-83.00859238,42.31979512,404,2107 Niagara St,Heritage Register: Listed,Frederick M. Allworth House
-83.00887489,42.31970091,405,2079 Niagara St,Heritage Register: Listed,Bartlet House
-83.00912906,42.31961443,406,2049 Niagara St,Heritage Register: Listed,Henry A. White House
-83.00942515,42.31950770,407,2033 Niagara St,Heritage Register: Listed,John Duck House
-83.01952795,42.32267721,408,397 Moy Ave,Heritage Register: Listed,House
-83.00521279,42.31717424,409,1104 Monmouth Rd,Heritage Register: Listed,House
-83.00531520,42.31747480,410,1094 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00535024,42.31753779,411,1092 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00539474,42.31760378,412,1086 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00542659,42.31767495,413,1084 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00547007,42.31774502,414,1076 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00550736,42.31780648,415,1070 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00554585,42.31786931,416,1066 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00558199,42.31793080,417,1064 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00562543,42.31800998,418,1056 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00568091,42.31807469,419,1054 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00570831,42.31813514,420,1046 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00575804,42.31820005,421,1044 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00579759,42.31826543,422,1036 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00584994,42.31833515,423,1034 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00588304,42.31839936,424,1026 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00592285,42.31846752,425,1024 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00596302,42.31853686,426,1016 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00600578,42.31859961,427,1012 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00604654,42.31866686,428,1008 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00609341,42.31873459,429,1004 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00614460,42.31882484,430,994 Monmouth Rd,Heritage Register: Listed,House
-83.00621508,42.31893248,431,988 Monmouth Rd,Heritage Register: Listed,House
-83.00636000,42.31913758,432,974 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00640030,42.31920058,433,972 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00643249,42.31926163,434,968 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00647245,42.31932969,435,966 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00657027,42.31946067,436,956 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00660052,42.31952687,437,952 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00664488,42.31958830,438,950 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00668674,42.31965365,439,946 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00671957,42.31970390,440,942 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00675036,42.31975210,441,940 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00679552,42.31980777,442,936 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00683182,42.31986905,443,934 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00686293,42.31991695,444,930 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00689196,42.31996657,445,928 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00693017,42.32002584,446,926 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00802170,42.32044183,447,897 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00805606,42.32049393,448,893 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00808720,42.32054767,449,891 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00812269,42.32059371,450,887 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00733649,42.32068723,451,896 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00736428,42.32073915,452,892 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00740650,42.32079012,453,890 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00744466,42.32084780,454,886 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00815421,42.32065448,455,883 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00819755,42.32070444,456,879 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00821326,42.32074875,457,877 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00825125,42.32080623,458,873 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00748039,42.32090642,459,882 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00750706,42.32095420,460,878 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00753444,42.32100385,461,876 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00757569,42.32105523,462,872 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00829687,42.32087627,463,869 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00832952,42.32093107,464,865 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00836031,42.32097937,465,863 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00840208,42.32103144,466,859 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00760170,42.32111333,467,868 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00763998,42.32117457,468,864 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00766856,42.32121518,469,862 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00770602,42.32127169,470,858 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00844378,42.32108659,471,853 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00847857,42.32114690,472,847 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00775008,42.32133372,473,852 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00779380,42.32139052,474,846 Monmouth Rd,Heritage Register: Listed,Semi-Detached House
-83.00851280,42.32119970,475,841 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00855133,42.32125351,476,837 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00858226,42.32130587,477,835 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00862188,42.32136303,478,831 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00782214,42.32144431,479,840 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00785857,42.32150430,480,836 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00789474,42.32155092,481,834 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00792851,42.32160511,482,830 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00865945,42.32141745,483,827 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00869641,42.32146832,484,823 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00872737,42.32152197,485,821 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00876419,42.32156838,486,817 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00796011,42.32165281,487,826 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00801111,42.32170683,488,822 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00804025,42.32175663,489,820 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00806370,42.32181386,490,816 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00879995,42.32162293,491,811 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00883640,42.32167695,492,809 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00887276,42.32172072,493,807 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00891097,42.32178494,494,803 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00811311,42.32188402,495,812 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00814861,42.32193056,496,808 Monmouth Rd,Heritage Register: Listed,Terrace
-83.00818188,42.32197386,497,806 Monmouth Rd,Heritage Register: Listed,Terrace
